Detail 1.1.1 ,,,,,,,,,
"Window Wall System ""½ Spandrel Panel Clear Wall with No Interior Stud Cavity Insulation",,,,,,,,,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Standard Concrete Blocks SOPREMA SOPRASEAL STICK,"8""½ (203)",10.4 (1.50),-,119 (1900),0.19 (800),N/A,N/A,
3,1100T membrane installed with SOPRASEAL STICK PRIMER,-,-,-,-,-,N/A,N/A,
4,SOPRA-ISO V ALU Exterior Insulation,Varies,0.15 (0.022),R-6.5 to R-39.0 (1.14 RSI to 6.87 RSI),1.9 (30),0.36 (1500),N/A,N/A,
5,Thermal Break,"1/2""½ (13)",0.13 (0.019),-,2.1 (33),0.50 (2100),N/A,N/A,
6,ACS-S Thermal Clip,16 Gauge,118 (17),-,500 (8000),0.13 (530),N/A,N/A,
7,Fastener,"1/4"" (6.4) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
8,Girt,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Cladding with 1/2"" vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.1.23,,,,,,,,0,
"Exterior Insulated Concrete Block Wall Assembly with Mineral Wool and ACS-S Thermal Clip (16""½ o.c. Horizontal) Supporting Metal Cladding - Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Standard Concrete Blocks SOPREMA SOPRASEAL STICK,"8""½ (203)",10.4 (1.50),-,119 (1900),0.19 (800),N/A,N/A,
3,1100T membrane installed with SOPRASEAL STICK PRIMER,-,-,-,-,-,N/A,N/A,
4,Exterior Mineral Wool Insulation,Varies,0.23 (0.034),R-12.9 to R-34.4 (2.27 RSI to 6.06 RSI),1.8 (28),0.29 (1220),15.1,0.755,
5,Thermal Break,"1/2""½ (13)",0.13 (0.019),-,2.1 (33),0.50 (2100),N/A,N/A,
6,ACS-S Thermal Clip,16 Gauge,118 (17),-,500 (8000),0.13 (530),N/A,N/A,
7,Fastener,"1/4"" (6.4) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
8,Girt,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Cladding with 1/2"" vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.1.24,,,,,,,,0,
"Exterior Insulated Concrete Block Wall Assembly with Mineral Wool and ACS-S Thermal Clip (24""½ o.c. Horizontal) Supporting Metal Cladding - Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Standard Concrete Blocks SOPREMA SOPRASEAL STICK,"8""½ (203)",10.4 (1.50),-,119 (1900),0.19 (800),N/A,N/A,
3,1100T membrane installed with SOPRASEAL STICK PRIMER,-,-,-,-,-,N/A,N/A,
4,Exterior Mineral Wool Insulation,Varies,0.23 (0.034),R-12.9 to R-34.4 (2.27 RSI to 6.06 RSI),1.8 (28),0.29 (1220),15.1,0.755,
5,Thermal Break,"1/2""½ (13)",0.13 (0.019),-,2.1 (33),0.50 (2100),N/A,N/A,
6,ACS-S Thermal Clip,16 Gauge,118 (17),-,500 (8000),0.13 (530),N/A,N/A,
7,Fastener,"1/4"" (6.4) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
8,Girt,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
9,"Cladding with 1/2"" vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.1.25,,,,,,,,0,
"Exterior Insulated Concrete Block Wall Assembly with Protected SOPREMA SOPRA-ISO V ALU and ACS-S Thermal Clip (16""½ o.c.",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Standard Concrete Blocks SOPREMA SOPRASEAL STICK,"8""½ (203)",10.4 (1.50),-,119 (1900),0.19 (800),N/A,N/A,
3,1100T membrane installed with SOPRASEAL STICK PRIMER,-,-,-,-,-,N/A,N/A,
4,SOPRA-ISO V ALU Exterior Insulation,Varies,0.15 (0.022),R-6.5 to R-32.5 (1.14 RSI to 5.72 RSI),1.9 (30),0.36 (1500),N/A,N/A,
5,Exterior Mineral Wool Insulation,"2""½ (50)",0.23 (0.034),R-8.6 (1.51 RSI),1.8 (28),0.29 (1220),15.1,0.755,
6,Thermal Break,"1/2""½ (13)",0.13 (0.019),-,2.1 (33),0.50 (2100),N/A,N/A,
7,ACS-S Thermal Clip,16 Gauge,118 (17),-,500 (8000),0.13 (530),N/A,N/A,
8,Fastener,"1/4"" (6.4) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
9,Girt,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
10,"Cladding with 1/2"" vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
11,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.1.26,,,,,,,,0,
"Exterior Insulated Concrete Block Wall Assembly with Protected SOPREMA SOPRA-ISO V ALU and ACS-S Thermal Clip (24""½ o.c.",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Standard Concrete Blocks SOPREMA SOPRASEAL STICK,"8""½ (203)",10.4 (1.50),-,119 (1900),0.19 (800),N/A,N/A,
3,1100T membrane installed with SOPRASEAL STICK PRIMER,-,-,-,-,-,N/A,N/A,
4,SOPRA-ISO V ALU Exterior Insulation,Varies,0.15 (0.022),R-6.5 to R-32.5 (1.14 RSI to 5.72 RSI),1.9 (30),0.36 (1500),N/A,N/A,
5,Exterior Mineral Wool Insulation,"2""½ (50)",0.23 (0.034),R-8.6 (1.51 RSI),1.8 (28),0.29 (1220),15.1,0.755,
6,Thermal Break,"1/2""½ (13)",0.13 (0.019),-,2.1 (33),0.50 (2100),N/A,N/A,
7,ACS-S Thermal Clip,16 Gauge,118 (17),-,500 (8000),0.13 (530),N/A,N/A,
8,Fastener,"1/4"" (6.4) ""½",347 (50),-,489 (7830),0.12 (500),N/A,N/A,
9,Girt,18 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
10,"Cladding with 1/2"" vented airspace incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
11,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.1.27,,,,,,,,0,
"Exterior Insulated Concrete Mass Wall with 1 5/8""½ x 1 5/8""½ Steel Stud (16""½ o.c.) and Thermally Isolated Vertical Brackets and Rail System (24""½ o.c.) Supporting Metal Cladding ""½ Clear Wall",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"1 5/8""½ x 1 5/8""½ Steel Studs (16""½ o.c.) with Top and Bottom Tracks",20 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.016014,
4,Air in Stud Cavity,"1 5/8""½ (41)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,Concrete Wall,"8"" (203)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
6,Thermally Isolated Aluminum Bracket,"0.09""½ (2.2)",1109 (160),-,171 (2739),0.21 (900),N/A,N/A,
7,Exterior Insulation,Varies,-,R-10 to R-25 (1.76 RSI to 4.40 RSI),1.8 (28),0.29 (1220),22.7,1.135,
8,Vertical Aluminum L-girt,"0.09""½ (2.2)",1109 (160),-,171 (2739),0.21 (900),N/A,N/A,
9,"Generic Cladding with 1/2"" (13mm) vented air space is incorporated into exterior heat transfer coefficient",,,,,,N/A,N/A,
10,Exterior Film1,-,-,R-0.7 (0.12 RSI),-,-,0.81,0.00000081,
Detail 7.2.1,,,,,,,,0,
"Exterior Insulated Concrete Drained EIFS Wall Assembly ""½ Intermediate Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Films1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"1 5/8""½ x 1 5/8""½ Steel Studs (16""½o.c.) with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Air in Stud Cavity,"1 5/8""½ (41)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,Concrete Wall,"8""½ (203)",12 (1.8),-,140 (2250),0.20 (850),389,78.967,
6,Weather Resistive Barrier with Adhesive,-,-,-,-,-,4172,0.004172,
7,Insulation Board,"4""½ (100)",0.27 (0.039),R-15 (2.64 RSI),1 (16),0.35 (1470),9.98,0.998,
8,Lamina,"1/8""½ (4)",6 (0.9),R-0.04 (0.01 RSI),120 (1922),0.20 (850),1.5,0.006,
9,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
10,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.2.2,,,,,,,,0,
"Interior Insulated Concrete Mass Wall with 1 5/8? Steel Stud (16?o.c.) Supporting Interior Finish ""½ Non-Insulated Interior Wall and Non-insulated Intermediate Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"1 5/8""½ Steel Studs with Metal Tracks",20 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
4,Interior Insulation,"2""½ (51)",0.2 (0.03),R-11 (1.9 RSI),1.8 (28),0.29 (1220),22.7,1.1577,
5,Exterior Concrete Mass Wall,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
6,Air in Stud Cavity and Interior Partition,Varies,-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
7,"Concrete Slab, Floor & Balcony","8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
8,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.2.3,,,,,,,,0,
"Interior Insulated Concrete Mass Wall with 1 5/8? Steel Stud (16? o.c.) Supporting Interior Finish ""½ Insulated Interior Wall and Non- insulated Intermediate Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"1 5/8""½ Steel Studs with Top and Bottom Tracks",20 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
4,Air in Stud Cavity,"1 5/8""½ (41)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,Interior Insulation,"2""½ (51)",0.2 (0.03),R-11 (1.9 RSI),1.8 (28),0.29 (1220),22.7,1.1577,
6,Exterior Concrete Mass Wall,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
7,Interior Partition Insulation,"1""½ (25)",-,R-5 (0.88 RSI),1.8 (28),0.29 (1220),N/A,N/A,
8,"Concrete Slab, Floor & Balcony","8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
9,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.2.4,,,,,,,,0,
"Interior Insulated Concrete Mass Wall with 3 5/8""½ x 1 5/8""½ Steel Studs (16""½ o.c.) Supporting Interior Finish ""½ Interior Insulated Wall and Non-Insulated Partition Wall Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Fiberglass Batt Insulation,"3 5/8""½ (92)",0.29 (0.042),R-12 (2.1 RSI),0.9 (14),0.17 (710),9.98,0.12974,
5,Continuous Insulation,Varies,-,R-10 to R-15 (1.76 RSI to 2.64 RSI),1.8 (28),0.29 (1220),N/A,N/A,
6,Concrete Wall/Floor Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
7,"1 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
8,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.2.5,,,,,,,,0,
"Interior Insulated Concrete Mass Wall with 1 5/8""½ x 1 5/8""½ Steel Studs (16""½ o.c.) Supporting Interior Finish ""½ Continuous Concrete Intermediate Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"1 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Air in Stud Cavity,"1 5/8""½ (41)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,Continuous Insulation,"2 1/2""½ (64)",0.2 (0.029),R-12.5 (2.20 RSI),1.8 (28),0.29 (1220),N/A,N/A,
6,Concrete Wall,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
7,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
8,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.2.6,,,,,,,,0,
"Precast Wall Assembly with 3 5/8""½ x 1 5/8""½ Steel Stud (16""½ o.c.) and Insulation in Stud Cavity ""½ Intermediate Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Fiberglass Batt Insulation,"3 5/8""½ (92)",0.29 (0.042),R-12 (2.1 RSI),0.9 (14),0.17 (710),9.98,0.12974,
4,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Air in Stud Cavity,"2""½ (51)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
6,Gravity and Slot Anchors at Slab,-,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
7,Semi Rigid Insulation,"1""½ (25)",0.28 (0.04),R-3.6 (0.64 RSI),4.5 (72),0.17 (710),N/A,N/A,
8,Silicone Sealant,-,2.4 (0.35),-,-,-,2737,0.002737,
9,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
10,Precast Wall Panel,"4""½ (102)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
11,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.2.7,,,,,,,,0,
"Precast Wall Assembly with 3 5/8? x 1 5/8? Steel Stud (16? o.c.) and Rigid Insulation Outboard of Studs ""½ Intermediate Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Rigid Insulation,"2""½ (51)",-,R-10 (1.8 RSI),1.8 (28),0.29 (1220),50,2.55,
6,Gravity and Slot Anchors at Slab,-,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
7,Semi Rigid Insulation,"1""½ (25)",0.28 (0.04),R-3.6 (0.64 RSI),4.5 (72),0.17 (710),N/A,N/A,
8,Silicone Sealant,-,2.4 (0.35),-,-,-,2737,0.002737,
9,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
10,Precast Wall Panel,"4""½ (102)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
11,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.2.8,,,,,,,,0,
"Precast Sandwich Panel Wall Assembly with 3 5/8? x 1 5/8? Steel Stud (16? o.c.) ""½ Intermediate Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,0.8,0.0000008,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"5 5/8""½ (143)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
4,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
6,Gravity and Slot Anchors at Slab,-,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
7,Semi Rigid Insulation,"1""½ (25)",0.28 (0.04),R-3.6 (0.64 RSI),4.5 (72),0.17 (710),N/A,N/A,
8,Silicone Sealant,-,2.4 (0.35),-,-,-,2737,0.002737,
9,"Precast Sandwich Panel, Interior Concrete","4""½ (102)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
10,"Precast Sandwich Panel, Insulation","2""½ (51)",-,R-10 (1.8 RSI),1.8 (28),0.29 (1220),N/A,N/A,
11,"Precast Sandwich Panel, Exterior Concrete","4""½ (102)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
12,"Precast Sandwich Panel, Structural Ties @ 24""½ (610) o.c.",16 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
13,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.2.9,,,,,,,,0,
"Precast Sandwich Panel Wall Assembly with Concrete at Panel Perimeter and Steel Connectors at 24""½ o.c. ""½ Intermediate Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film (bottom)1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,N/A,N/A,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"5 5/8""½ (143)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
4,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Concrete Topping,"6""½ (152)",6.3 (0.9),-,120 (1920),0.20 (850),139,21.128,
6,Steel Deck,"1/16""½ (1.6)",347 (50),-,489 (7830),0.12 (500),10614,16.9824,
7,Steel Beam (W410),-,347 (50),-,489 (7830),0.12 (500),10125,0.010125,
8,Gravity and Slot Anchors at Slab,-,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
9,Semi Rigid Insulation,"1""½ (25)",0.24 (0.034),R-4.2 (0.75 RSI),4 (64),0.20 (850),N/A,N/A,
10,Silicone Sealant,-,2.4 (0.35),-,174 (2800),0.17 (700),2737,0.002737,
11,Concrete at Panel Edges,"12""½ (305)",12.5 (1.8),-,140 (2250),.20 (850),N/A,N/A,
12,"Precast Sandwich Panel, Interior Concrete","4""½ (102)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
13,"Precast Sandwich Panel, Insulation","2""½ (51)",-,R-10 (1.76 RSI),1.8 (28),0.29 (1220),N/A,N/A,
14,"Precast Sandwich Panel, Exterior Concrete","4""½ (102)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
15,"Precast Sandwich Panel, Steel Connectors @ 24""½ (610) o.c.",16 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
16,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.2.10,,,,,,,,0,
"Precast Sandwich Panel Wall Assembly with Steel Connectors at 16""½ o.c. ""½ Intermediate Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film (bottom)1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,N/A,N/A,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"5 5/8""½ (143)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),N/A,N/A,
4,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Concrete Topping,"6""½ (152)",6.3 (0.9),-,120 (1920),0.20 (850),139,21.128,
6,Steel Deck,"1/16""½ (1.6)",347 (50),-,489 (7830),0.12 (500),10614,16.9824,
7,Steel Beam (W410),-,347 (50),-,489 (7830),0.12 (500),10125,0.010125,
8,Gravity and Slot Anchors at Slab,-,347 (50),-,489 (7830),0.12 (500),N/A,N/A,
9,Semi Rigid Insulation,"1""½ (25)",0.24 (0.034),R-4.2 (0.75 RSI),4 (64),0.20 (850),N/A,N/A,
10,Silicone Sealant,-,2.4 (0.35),-,174 (2800),0.17 (700),2737,0.002737,
11,"Precast Sandwich Panel, Interior Concrete","4""½ (102)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
12,"Precast Sandwich Panel, Insulation","2""½ (51)",-,R-10 (1.76 RSI),1.8 (28),0.29 (1220),N/A,N/A,
13,"Precast Sandwich Panel, Exterior Concrete","4""½ (102)",12.5 (1.8),-,140 (2250),0.20 (850),N/A,N/A,
14,"Precast Sandwich Panel, Steel Connectors @ 16""½ (406) o.c.",16 Gauge,430 (62),-,489 (7830),0.12 (500),N/A,N/A,
15,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 7.2.11,,,,,,,,0,
"Precast Sandwich Panel Wall Assembly with Steel Connectors at 36""½ o.c. ""½ Intermediate Floor Intersection",,,,,,,,0,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),,
1,Interior Film (bottom)1,-,-,R-0.6 to R-0.9 (0.11 RSI to 0.16 RSI),-,-,N/A,N/A,
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
